Rank,Games_Career,Games_Team,Date,Team,Home/Away,Opp,Result,Games_Started,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Home/Away_num,Result_type,Score,Team_Score,Opponent_Score,Win_lose_num,Games_Started_num,Games_Started_str
7.0,61.0,7.0,2021-11-01,WAS,Away,ATL,"L, 111-118",,17:52,4.0,5.0,0.8,1.0,2.0,0.5,3.0,3.0,1.0,0.9,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,9.0,8.6,8.0,0,L, 111-118,111,118,0,0,No
8.0,62.0,8.0,2021-11-03,WAS,Home,TOR,"L, 100-109",,25:34:00,4.0,7.0,0.571,1.0,3.0,0.333,3.0,4.0,0.75,0.643,2.0,6.0,0.333,3.0,3.0,6.0,1.0,1.0,0.0,2.0,3.0,11.0,7.6,5.0,1,L, 100-109,100,109,0,0,No
9.0,63.0,9.0,2021-11-05,WAS,Home,MEM,"W, 115-87",,28:20:00,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,1.0,4.0,0.25,1.0,6.0,7.0,3.0,0.0,1.0,2.0,2.0,5.0,2.9,10.0,1,W, 115-87,115,87,1,0,No
10.0,64.0,10.0,2021-11-07,WAS,Home,MIL,"W, 101-94",,27:23:00,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,,1.0,8.0,9.0,4.0,1.0,1.0,0.0,2.0,3.0,8.1,10.0,1,W, 101-94,101,94,1,0,No
11.0,65.0,11.0,2021-11-10,WAS,Away,CLE,"W, 97-94",,15:33,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2,-2.0,0,W, 97-94,97,94,1,0,No
12.0,66.0,12.0,2021-11-13,WAS,Away,ORL,"W, 104-92",,18:15,3.0,4.0,0.75,2.0,3.0,0.667,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,8.0,10.0,22.0,0,W, 104-92,104,92,1,0,No
13.0,67.0,13.0,2021-11-15,WAS,Home,NOP,"W, 105-100",,27:35:00,5.0,6.0,0.833,0.0,1.0,0.0,5.0,5.0,1.0,0.833,1.0,1.0,1.0,0.0,10.0,10.0,1.0,2.0,1.0,0.0,5.0,11.0,13.2,18.0,1,W, 105-100,105,100,1,0,No
14.0,68.0,14.0,2021-11-17,WAS,Away,CHO,"L, 87-97",,24:59:00,2.0,9.0,0.222,1.0,7.0,0.143,1.0,2.0,0.5,0.278,4.0,4.0,1.0,2.0,9.0,11.0,0.0,0.0,1.0,0.0,1.0,9.0,7.9,-10.0,0,L, 87-97,87,97,0,0,No
15.0,69.0,15.0,2021-11-18,WAS,Away,MIA,"L, 97-112",,19:35,2.0,6.0,0.333,2.0,3.0,0.667,0.0,3.0,0.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,3.3,-9.0,0,L, 97-112,97,112,0,0,No
16.0,70.0,16.0,2021-11-20,WAS,Home,MIA,"W, 103-100",,26:54:00,3.0,7.0,0.429,0.0,1.0,0.0,3.0,6.0,0.5,0.429,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,3.0,8.0,8.8,4.0,1,W, 103-100,103,100,1,0,No
17.0,71.0,17.0,2021-11-22,WAS,Home,CHO,"L, 103-109",,18:58,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,6.0,4.4,7.0,1,L, 103-109,103,109,0,0,No
18.0,72.0,18.0,2021-11-24,WAS,Away,NOP,"L, 102-127",,24:59:00,1.0,5.0,0.2,1.0,2.0,0.5,0.0,3.0,0.0,0.3,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,-8.0,0,L, 102-127,102,127,0,0,No
19.0,73.0,19.0,2021-11-26,WAS,Away,OKC,"W, 101-99",,21:32,4.0,7.0,0.571,1.0,3.0,0.333,3.0,4.0,0.75,0.643,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,9.0,5.8,-3.0,0,W, 101-99,101,99,1,0,No
20.0,74.0,20.0,2021-11-27,WAS,Away,DAL,"W, 120-114",,19:14,3.0,7.0,0.429,1.0,4.0,0.25,2.0,3.0,0.667,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,2.1,-3.0,0,W, 120-114,120,114,1,0,No
21.0,75.0,21.0,2021-11-29,WAS,Away,SAS,"L, 99-116",,20:50,1.0,6.0,0.167,0.0,3.0,0.0,1.0,3.0,0.333,0.167,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,-1.0,-9.0,0,L, 99-116,99,116,0,0,No
22.0,76.0,22.0,2021-12-01,WAS,Home,MIN,"W, 115-107",,19:51,4.0,8.0,0.5,1.0,4.0,0.25,3.0,4.0,0.75,0.563,0.0,0.0,,1.0,6.0,7.0,1.0,1.0,1.0,0.0,3.0,9.0,8.7,9.0,1,W, 115-107,115,107,1,0,No
23.0,77.0,23.0,2021-12-03,WAS,Home,CLE,"L, 101-116",,22:48,6.0,10.0,0.6,3.0,6.0,0.5,3.0,4.0,0.75,0.75,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,16.0,12.2,13.0,1,L, 101-116,101,116,0,0,No
24.0,78.0,24.0,2021-12-05,WAS,Away,TOR,"L, 90-102",,16:19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.5,-17.0,0,L, 90-102,90,102,0,0,No
25.0,79.0,25.0,2021-12-06,WAS,Away,IND,"L, 110-116",,16:18,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,3.2,1.0,0,L, 110-116,110,116,0,0,No
26.0,80.0,26.0,2021-12-08,WAS,Away,DET,"W, 119-116 (OT)",,20:42,4.0,9.0,0.444,2.0,4.0,0.5,2.0,5.0,0.4,0.556,0.0,0.0,,1.0,5.0,6.0,0.0,0.0,1.0,1.0,3.0,10.0,6.0,14.0,0,W, 119-116 (OT),119,116 (OT),1,0,No
27.0,81.0,27.0,2021-12-11,WAS,Home,UTA,"L, 98-123",*,22:45,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,2.0,0.0,1.0,4.0,4.5,-11.0,1,L, 98-123,98,123,0,1,Yes
28.0,82.0,28.0,2021-12-13,WAS,Away,DEN,"L, 107-113",*,16:35,2.0,7.0,0.286,0.0,4.0,0.0,2.0,3.0,0.667,0.286,0.0,0.0,,0.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.4,-28.0,0,L, 107-113,107,113,0,1,Yes
29.0,83.0,29.0,2021-12-15,WAS,Away,SAC,"L, 105-119",,22:29,5.0,10.0,0.5,2.0,4.0,0.5,3.0,6.0,0.5,0.6,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,15.0,11.4,-9.0,0,L, 105-119,105,119,0,0,No
30.0,84.0,30.0,2021-12-16,WAS,Away,PHO,"L, 98-118",,26:20:00,5.0,6.0,0.833,1.0,2.0,0.5,4.0,4.0,1.0,0.917,3.0,3.0,1.0,0.0,4.0,4.0,4.0,2.0,0.0,3.0,0.0,14.0,14.8,7.0,0,L, 98-118,98,118,0,0,No
31.0,85.0,31.0,2021-12-18,WAS,Away,UTA,"W, 109-103",,30:22:00,4.0,5.0,0.8,2.0,2.0,1.0,2.0,3.0,0.667,1.0,1.0,2.0,0.5,0.0,7.0,7.0,2.0,2.0,1.0,2.0,4.0,11.0,11.3,23.0,0,W, 109-103,109,103,1,0,No
32.0,86.0,32.0,2021-12-23,WAS,Away,NYK,"W, 124-117",,28:47:00,5.0,8.0,0.625,1.0,4.0,0.25,4.0,4.0,1.0,0.688,3.0,4.0,0.75,0.0,5.0,5.0,2.0,0.0,3.0,2.0,4.0,14.0,11.4,-1.0,0,W, 124-117,124,117,1,0,No
33.0,87.0,33.0,2021-12-26,WAS,Home,PHI,"L, 96-117",,29:11:00,4.0,10.0,0.4,1.0,4.0,0.25,3.0,6.0,0.5,0.45,0.0,2.0,0.0,2.0,7.0,9.0,4.0,2.0,0.0,1.0,2.0,9.0,9.3,-2.0,1,L, 96-117,96,117,0,0,No
34.0,88.0,34.0,2021-12-28,WAS,Away,MIA,"L, 112-119",*,31:13:00,2.0,4.0,0.5,2.0,3.0,0.667,0.0,1.0,0.0,0.75,1.0,2.0,0.5,0.0,5.0,5.0,3.0,1.0,2.0,4.0,2.0,7.0,5.8,-7.0,0,L, 112-119,112,119,0,1,Yes
35.0,89.0,35.0,2021-12-30,WAS,Home,CLE,"W, 110-93",,24:10:00,5.0,12.0,0.417,1.0,5.0,0.2,4.0,7.0,0.571,0.458,2.0,2.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,3.0,13.0,7.3,8.0,1,W, 110-93,110,93,1,0,No
36.0,90.0,36.0,2022-01-01,WAS,Home,CHI,"L, 119-120",,34:03:00,4.0,9.0,0.444,0.0,4.0,0.0,4.0,5.0,0.8,0.444,2.0,2.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,6.0,10.0,6.4,1.0,1,L, 119-120,119,120,0,0,No
37.0,91.0,37.0,2022-01-03,WAS,Home,CHO,"W, 124-121",*,39:35:00,1.0,7.0,0.143,1.0,3.0,0.333,0.0,4.0,0.0,0.214,4.0,4.0,1.0,0.0,4.0,4.0,8.0,4.0,0.0,3.0,3.0,7.0,9.1,1.0,1,W, 124-121,124,121,1,1,Yes
38.0,92.0,38.0,2022-01-05,WAS,Home,HOU,"L, 111-114",*,33:12:00,2.0,12.0,0.167,1.0,7.0,0.143,1.0,5.0,0.2,0.208,3.0,4.0,0.75,2.0,6.0,8.0,1.0,0.0,0.0,1.0,2.0,8.0,2.1,-11.0,1,L, 111-114,111,114,0,1,Yes
39.0,93.0,39.0,2022-01-07,WAS,Away,CHI,"L, 122-130",,19:02,3.0,7.0,0.429,1.0,4.0,0.25,2.0,3.0,0.667,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,8.0,3.1,-7.0,0,L, 122-130,122,130,0,0,No
40.0,94.0,40.0,2022-01-09,WAS,Away,ORL,"W, 102-100",,12:01,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.1,-16.0,0,W, 102-100,102,100,1,0,No
41.0,95.0,41.0,2022-01-11,WAS,Home,OKC,"W, 122-118",,18:09,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,0.875,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,7.0,5.2,-2.0,1,W, 122-118,122,118,1,0,No
42.0,96.0,42.0,2022-01-12,WAS,Home,ORL,"W, 112-106",,18:44,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,1.0,1.0,1.0,0.0,2.0,2.0,5.0,2.0,0.0,1.0,1.0,5.0,7.7,4.0,1,W, 112-106,112,106,1,0,No
43.0,97.0,43.0,2022-01-15,WAS,Home,POR,"L, 110-115",,19:48,2.0,6.0,0.333,1.0,4.0,0.25,1.0,2.0,0.5,0.417,1.0,2.0,0.5,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,3.0,1.0,1,L, 110-115,110,115,0,0,No
44.0,98.0,44.0,2022-01-17,WAS,Home,PHI,"W, 117-98",,2:44,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.7,-2.0,1,W, 117-98,117,98,1,0,No
45.0,99.0,45.0,2022-01-19,WAS,Home,BRK,"L, 118-119",,22:53,4.0,7.0,0.571,2.0,3.0,0.667,2.0,4.0,0.5,0.714,3.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,0.0,3.0,13.0,14.6,3.0,1,L, 118-119,118,119,0,0,No
46.0,100.0,46.0,2022-01-21,WAS,Home,TOR,"L, 105-109",*,31:15:00,4.0,8.0,0.5,1.0,5.0,0.2,3.0,3.0,1.0,0.563,0.0,0.0,,1.0,4.0,5.0,6.0,0.0,0.0,2.0,2.0,9.0,8.3,1.0,1,L, 105-109,105,109,0,1,Yes
47.0,101.0,47.0,2022-01-23,WAS,Home,BOS,"L, 87-116",,26:53:00,6.0,9.0,0.667,1.0,2.0,0.5,5.0,7.0,0.714,0.722,0.0,0.0,,1.0,6.0,7.0,1.0,0.0,0.0,0.0,4.0,13.0,10.7,-13.0,1,L, 87-116,87,116,0,0,No
48.0,102.0,48.0,2022-01-25,WAS,Home,LAC,"L, 115-116",,21:27,4.0,8.0,0.5,1.0,2.0,0.5,3.0,6.0,0.5,0.563,2.0,3.0,0.667,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,11.0,7.1,-4.0,1,L, 115-116,115,116,0,0,No
49.0,103.0,49.0,2022-01-29,WAS,Away,MEM,"L, 95-115",,26:07:00,3.0,8.0,0.375,1.0,2.0,0.5,2.0,6.0,0.333,0.438,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0,4.7,-7.0,0,L, 95-115,95,115,0,0,No
50.0,104.0,50.0,2022-02-01,WAS,Away,MIL,"L, 98-112",,21:50,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.625,1.0,1.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,2.0,3.0,6.0,3.3,14.0,0,L, 98-112,98,112,0,0,No
51.0,105.0,51.0,2022-02-02,WAS,Away,PHI,"W, 106-103",,25:52:00,3.0,8.0,0.375,0.0,4.0,0.0,3.0,4.0,0.75,0.375,2.0,2.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,6.3,8.0,0,W, 106-103,106,103,1,0,No
52.0,106.0,52.0,2022-02-05,WAS,Home,PHO,"L, 80-95",,21:07,3.0,6.0,0.5,0.0,1.0,0.0,3.0,5.0,0.6,0.5,0.0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,0.0,4.0,6.0,5.3,2.0,1,L, 80-95,80,95,0,0,No
53.0,107.0,53.0,2022-02-07,WAS,Home,MIA,"L, 100-121",,25:17:00,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,2.0,2.0,1.0,0.0,6.0,6.0,4.0,2.0,0.0,2.0,3.0,5.0,7.4,1.0,1,L, 100-121,100,121,0,0,No
54.0,108.0,54.0,2022-02-10,WAS,Home,BRK,"W, 113-112",,31:36:00,5.0,11.0,0.455,2.0,6.0,0.333,3.0,5.0,0.6,0.545,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,13.0,9.3,-5.0,1,W, 113-112,113,112,1,0,No
55.0,109.0,55.0,2022-02-12,WAS,Home,SAC,"L, 110-123",,28:19:00,3.0,9.0,0.333,1.0,5.0,0.2,2.0,4.0,0.5,0.389,3.0,4.0,0.75,0.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,10.0,7.3,-14.0,1,L, 110-123,110,123,0,0,No
56.0,110.0,56.0,2022-02-14,WAS,Home,DET,"W, 103-94",,30:43:00,4.0,9.0,0.444,1.0,3.0,0.333,3.0,6.0,0.5,0.5,3.0,4.0,0.75,2.0,13.0,15.0,3.0,1.0,0.0,2.0,1.0,12.0,12.9,13.0,1,W, 103-94,103,94,1,0,No
57.0,111.0,57.0,2022-02-16,WAS,Away,IND,"L, 108-113",,31:46:00,5.0,11.0,0.455,2.0,5.0,0.4,3.0,6.0,0.5,0.545,2.0,2.0,1.0,1.0,6.0,7.0,2.0,0.0,1.0,1.0,3.0,14.0,10.7,4.0,0,L, 108-113,108,113,0,0,No
58.0,112.0,58.0,2022-02-17,WAS,Away,BRK,"W, 117-103",,30:50:00,4.0,10.0,0.4,1.0,3.0,0.333,3.0,7.0,0.429,0.45,4.0,4.0,1.0,0.0,8.0,8.0,2.0,2.0,1.0,0.0,3.0,13.0,12.9,7.0,0,W, 117-103,117,103,1,0,No
59.0,113.0,59.0,2022-02-25,WAS,Home,SAS,"L, 153-157 (2OT)",,37:03:00,6.0,10.0,0.6,2.0,3.0,0.667,4.0,7.0,0.571,0.7,0.0,0.0,,1.0,8.0,9.0,1.0,2.0,1.0,3.0,3.0,14.0,11.7,-7.0,1,L, 153-157 (2OT),153,157 (2OT),0,0,No
60.0,114.0,60.0,2022-02-26,WAS,Away,CLE,"L, 86-92",,23:18,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,3.0,4.0,0.0,-3.5,5.0,0,L, 86-92,86,92,0,0,No
61.0,115.0,61.0,2022-03-01,WAS,Home,DET,"W, 116-113",,9:15,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.2,6.0,1,W, 116-113,116,113,1,0,No
62.0,116.0,62.0,2022-03-04,WAS,Home,ATL,"L, 114-117",,22:29,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,1.125,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,9.0,8.7,0.0,1,L, 114-117,114,117,0,0,No
63.0,117.0,63.0,2022-03-06,WAS,Home,IND,"W, 133-123",,30:42:00,3.0,8.0,0.375,0.0,3.0,0.0,3.0,5.0,0.6,0.375,4.0,4.0,1.0,2.0,5.0,7.0,3.0,0.0,0.0,1.0,2.0,10.0,8.8,8.0,1,W, 133-123,133,123,1,0,No
64.0,118.0,64.0,2022-03-09,WAS,Away,LAC,"L, 109-115",,19:23,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.7,-7.0,0,L, 109-115,109,115,0,0,No
65.0,119.0,65.0,2022-03-11,WAS,Away,LAL,"L, 109-122",,10:44,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,-1.4,3.0,0,L, 109-122,109,122,0,0,No
66.0,120.0,66.0,2022-03-12,WAS,Away,POR,"L, 118-127",,13:35,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5,-8.0,0,L, 118-127,118,127,0,0,No
67.0,121.0,67.0,2022-03-14,WAS,Away,GSW,"L, 112-126",,28:41:00,4.0,8.0,0.5,2.0,4.0,0.5,2.0,4.0,0.5,0.625,3.0,5.0,0.6,0.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,13.0,11.4,-13.0,0,L, 112-126,112,126,0,0,No
68.0,122.0,68.0,2022-03-16,WAS,Home,DEN,"L, 109-127",,28:10:00,7.0,10.0,0.7,0.0,1.0,0.0,7.0,9.0,0.778,0.7,5.0,6.0,0.833,1.0,6.0,7.0,3.0,0.0,0.0,0.0,2.0,19.0,18.2,-14.0,1,L, 109-127,109,127,0,0,No
69.0,123.0,69.0,2022-03-18,WAS,Away,NYK,"L, 97-100",,24:37:00,1.0,5.0,0.2,0.0,2.0,0.0,1.0,3.0,0.333,0.2,2.0,4.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,-0.9,-5.0,0,L, 97-100,97,100,0,0,No
70.0,124.0,70.0,2022-03-19,WAS,Home,LAL,"W, 127-119",,31:43:00,4.0,14.0,0.286,3.0,8.0,0.375,1.0,6.0,0.167,0.393,6.0,6.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,2.0,17.0,13.4,10.0,1,W, 127-119,127,119,1,0,No
71.0,125.0,71.0,2022-03-21,WAS,Away,HOU,"L, 97-115",,24:24:00,2.0,8.0,0.25,0.0,3.0,0.0,2.0,5.0,0.4,0.25,3.0,4.0,0.75,0.0,9.0,9.0,4.0,2.0,1.0,0.0,1.0,7.0,9.6,-7.0,0,L, 97-115,97,115,0,0,No
72.0,126.0,72.0,2022-03-24,WAS,Away,MIL,"L, 102-114",,31:37:00,5.0,13.0,0.385,2.0,7.0,0.286,3.0,6.0,0.5,0.462,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,12.0,6.1,-8.0,0,L, 102-114,102,114,0,0,No
73.0,127.0,73.0,2022-03-25,WAS,Away,DET,"W, 100-97",,31:49:00,7.0,16.0,0.438,3.0,7.0,0.429,4.0,9.0,0.444,0.531,4.0,4.0,1.0,0.0,10.0,10.0,4.0,0.0,1.0,4.0,1.0,21.0,14.7,5.0,0,W, 100-97,100,97,1,0,No
74.0,128.0,74.0,2022-03-27,WAS,Home,GSW,"W, 123-115",,28:10:00,5.0,9.0,0.556,3.0,4.0,0.75,2.0,5.0,0.4,0.722,1.0,2.0,0.5,1.0,6.0,7.0,4.0,1.0,0.0,2.0,4.0,14.0,12.0,0.0,1,W, 123-115,123,115,1,0,No
75.0,129.0,75.0,2022-03-29,WAS,Home,CHI,"L, 94-107",,28:39:00,6.0,10.0,0.6,2.0,5.0,0.4,4.0,5.0,0.8,0.7,0.0,0.0,,1.0,7.0,8.0,3.0,1.0,1.0,2.0,3.0,14.0,12.8,-11.0,1,L, 94-107,94,107,0,0,No
76.0,130.0,76.0,2022-03-30,WAS,Home,ORL,"W, 127-110",,25:58:00,3.0,10.0,0.3,1.0,6.0,0.167,2.0,4.0,0.5,0.35,1.0,2.0,0.5,1.0,7.0,8.0,5.0,0.0,1.0,2.0,4.0,8.0,5.2,5.0,1,W, 127-110,127,110,1,0,No
77.0,131.0,77.0,2022-04-01,WAS,Home,DAL,"W, 135-103",,25:56:00,5.0,10.0,0.5,3.0,5.0,0.6,2.0,5.0,0.4,0.65,1.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,14.0,9.9,5.0,1,W, 135-103,135,103,1,0,No
78.0,132.0,78.0,2022-04-03,WAS,Away,BOS,"L, 102-144",,22:48,4.0,7.0,0.571,2.0,3.0,0.667,2.0,4.0,0.5,0.714,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,10.0,6.6,-32.0,0,L, 102-144,102,144,0,0,No
