Rank,Games_Career,Games_Team,Date,Team,Home/Away,Opp,Result,Games_Started,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Home/Away_num,Result_type,Score,Team_Score,Opponent_Score,Win_lose_num,Games_Started_num,Games_Started_str
79.0,133.0,79.0,2022-04-05,WAS,Away,MIN,"W, 132-114",,35:39:00,7.0,15.0,0.467,2.0,7.0,0.286,5.0,8.0,0.625,0.533,1.0,3.0,0.333,1.0,7.0,8.0,5.0,1.0,2.0,3.0,4.0,17.0,12.6,16.0,0,W, 132-114,132,114,1,0,No
80.0,134.0,80.0,2022-04-06,WAS,Away,ATL,"L, 103-118",,33:32:00,4.0,11.0,0.364,1.0,7.0,0.143,3.0,4.0,0.75,0.409,0.0,0.0,,2.0,5.0,7.0,6.0,0.0,0.0,2.0,4.0,9.0,6.4,-16.0,0,L, 103-118,103,118,0,0,No
81.0,135.0,81.0,2022-04-08,WAS,Home,NYK,"L, 92-114",*,25:48:00,5.0,11.0,0.455,1.0,4.0,0.25,4.0,7.0,0.571,0.5,0.0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,4.0,2.0,11.0,5.2,-20.0,1,L, 92-114,92,114,0,1,Yes
82.0,136.0,82.0,2022-04-10,WAS,Away,CHO,"L, 108-124",*,31:08:00,5.0,12.0,0.417,1.0,5.0,0.2,4.0,7.0,0.571,0.458,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0,12.0,9.5,-11.0,0,L, 108-124,108,124,0,1,Yes
1.0,137.0,1.0,2022-10-19,WAS,Away,IND,"W, 114-107",*,7:40,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,14.0,0,W, 114-107,114,107,1,1,Yes
2.0,138.0,2.0,2022-10-21,WAS,Home,CHI,"W, 102-100",*,23:01,2.0,4.0,0.5,2.0,2.0,1.0,0.0,2.0,0.0,0.75,0.0,0.0,,0.0,10.0,10.0,4.0,1.0,1.0,1.0,5.0,6.0,8.5,16.0,1,W, 102-100,102,100,1,1,Yes
3.0,139.0,3.0,2022-10-23,WAS,Away,CLE,"L, 107-117 (OT)",*,14:27,1.0,6.0,0.167,0.0,3.0,0.0,1.0,3.0,0.333,0.167,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,-1.8,1.0,0,L, 107-117 (OT),107,117 (OT),0,1,Yes
4.0,140.0,4.0,2022-10-25,WAS,Home,DET,"W, 120-99",*,26:50:00,3.0,6.0,0.5,1.0,3.0,0.333,2.0,3.0,0.667,0.583,2.0,2.0,1.0,0.0,7.0,7.0,2.0,1.0,2.0,0.0,3.0,9.0,10.7,12.0,1,W, 120-99,120,99,1,1,Yes
5.0,141.0,5.0,2022-10-28,WAS,Home,IND,"L, 117-127",*,19:58,3.0,7.0,0.429,1.0,3.0,0.333,2.0,4.0,0.5,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,7.0,1.5,-6.0,1,L, 117-127,117,127,0,1,Yes
6.0,142.0,6.0,2022-10-30,WAS,Away,BOS,"L, 94-112",*,11:01,2.0,4.0,0.5,1.0,1.0,1.0,1.0,3.0,0.333,0.625,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,3.8,-9.0,0,L, 94-112,94,112,0,1,Yes
7.0,143.0,7.0,2022-10-31,WAS,Home,PHI,"L, 111-118",,16:42,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.5,-12.0,1,L, 111-118,111,118,0,0,No
8.0,144.0,8.0,2022-11-02,WAS,Away,PHI,"W, 121-111",,28:48:00,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,3.0,4.0,0.75,1.0,7.0,8.0,1.0,0.0,3.0,0.0,5.0,5.0,6.5,17.0,0,W, 121-111,121,111,1,0,No
9.0,145.0,9.0,2022-11-04,WAS,Home,BRK,"L, 86-128",,21:32,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,0.4,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,-0.2,-21.0,1,L, 86-128,86,128,0,0,No
10.0,146.0,10.0,2022-11-06,WAS,Away,MEM,"L, 97-103",*,26:03:00,2.0,12.0,0.167,0.0,5.0,0.0,2.0,7.0,0.286,0.167,0.0,0.0,,4.0,6.0,10.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,-16.0,0,L, 97-103,97,103,0,1,Yes
11.0,147.0,11.0,2022-11-07,WAS,Away,CHO,"W, 108-100",*,18:27,1.0,4.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,0.25,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,0.3,4.0,0,W, 108-100,108,100,1,1,Yes
12.0,148.0,12.0,2022-11-10,WAS,Home,DAL,"W, 113-105",*,32:22:00,4.0,13.0,0.308,1.0,4.0,0.25,3.0,9.0,0.333,0.346,3.0,3.0,1.0,2.0,4.0,6.0,4.0,1.0,0.0,3.0,4.0,12.0,6.3,-2.0,1,W, 113-105,113,105,1,1,Yes
13.0,149.0,13.0,2022-11-12,WAS,Home,UTA,"W, 121-112",*,34:22:00,4.0,6.0,0.667,1.0,2.0,0.5,3.0,4.0,0.75,0.75,4.0,4.0,1.0,1.0,6.0,7.0,3.0,3.0,1.0,2.0,3.0,13.0,15.5,22.0,1,W, 121-112,121,112,1,1,Yes
14.0,150.0,14.0,2022-11-13,WAS,Home,MEM,"W, 102-92",*,33:54:00,8.0,16.0,0.5,4.0,7.0,0.571,4.0,9.0,0.444,0.625,1.0,3.0,0.333,0.0,2.0,2.0,5.0,1.0,0.0,3.0,4.0,21.0,12.7,4.0,1,W, 102-92,102,92,1,1,Yes
15.0,151.0,15.0,2022-11-16,WAS,Home,OKC,"L, 120-121",*,29:34:00,4.0,10.0,0.4,2.0,3.0,0.667,2.0,7.0,0.286,0.5,2.0,2.0,1.0,3.0,4.0,7.0,2.0,0.0,2.0,4.0,5.0,12.0,6.7,1.0,1,L, 120-121,120,121,0,1,Yes
16.0,152.0,16.0,2022-11-18,WAS,Home,MIA,"W, 107-106 (OT)",*,14:25,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,1.8,-3.0,1,W, 107-106 (OT),107,106 (OT),1,1,Yes
17.0,153.0,17.0,2022-11-20,WAS,Home,CHO,"W, 106-102",*,31:08:00,6.0,11.0,0.545,0.0,3.0,0.0,6.0,8.0,0.75,0.545,0.0,1.0,0.0,4.0,9.0,13.0,1.0,0.0,1.0,1.0,2.0,12.0,11.4,7.0,1,W, 106-102,106,102,1,1,Yes
18.0,154.0,18.0,2022-11-23,WAS,Away,MIA,"L, 105-113",*,40:36:00,5.0,10.0,0.5,1.0,3.0,0.333,4.0,7.0,0.571,0.55,1.0,1.0,1.0,3.0,6.0,9.0,10.0,1.0,2.0,4.0,4.0,12.0,14.7,-3.0,0,L, 105-113,105,113,0,1,Yes
19.0,155.0,19.0,2022-11-25,WAS,Away,MIA,"L, 107-110",*,30:42:00,2.0,8.0,0.25,0.0,4.0,0.0,2.0,4.0,0.5,0.25,4.0,6.0,0.667,1.0,8.0,9.0,5.0,1.0,2.0,3.0,3.0,8.0,7.2,-2.0,0,L, 107-110,107,110,0,1,Yes
20.0,156.0,20.0,2022-11-27,WAS,Away,BOS,"L, 121-130",*,26:48:00,4.0,8.0,0.5,2.0,6.0,0.333,2.0,2.0,1.0,0.625,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,10.0,8.2,-11.0,0,L, 121-130,121,130,0,1,Yes
21.0,157.0,21.0,2022-11-28,WAS,Home,MIN,"W, 142-127",*,18:36,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,2.0,2.0,1.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,3.0,6.0,5.2,7.0,1,W, 142-127,142,127,1,1,Yes
22.0,158.0,22.0,2022-11-30,WAS,Away,BRK,"L, 107-113",*,26:05:00,3.0,7.0,0.429,0.0,1.0,0.0,3.0,6.0,0.5,0.429,1.0,2.0,0.5,0.0,5.0,5.0,3.0,1.0,1.0,0.0,4.0,7.0,6.6,-6.0,0,L, 107-113,107,113,0,1,Yes
23.0,159.0,23.0,2022-12-02,WAS,Away,CHO,"L, 116-117",*,8:59,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-3.5,-17.0,0,L, 116-117,116,117,0,1,Yes
24.0,160.0,24.0,2022-12-04,WAS,Home,LAL,"L, 119-130",*,25:10:00,3.0,11.0,0.273,1.0,8.0,0.125,2.0,3.0,0.667,0.318,0.0,0.0,,1.0,7.0,8.0,1.0,2.0,1.0,1.0,3.0,7.0,4.5,-14.0,1,L, 119-130,119,130,0,1,Yes
25.0,161.0,25.0,2022-12-07,WAS,Away,CHI,"L, 111-115",*,38:51:00,4.0,8.0,0.5,0.0,1.0,0.0,4.0,7.0,0.571,0.5,2.0,3.0,0.667,1.0,4.0,5.0,6.0,4.0,0.0,0.0,2.0,10.0,14.9,-9.0,0,L, 111-115,111,115,0,1,Yes
26.0,162.0,26.0,2022-12-09,WAS,Away,IND,"L, 111-121",*,39:52:00,6.0,11.0,0.545,1.0,5.0,0.2,5.0,6.0,0.833,0.591,1.0,2.0,0.5,2.0,7.0,9.0,4.0,1.0,0.0,3.0,4.0,14.0,11.0,-5.0,0,L, 111-121,111,121,0,1,Yes
27.0,163.0,27.0,2022-12-10,WAS,Home,LAC,"L, 107-114",*,38:38:00,4.0,10.0,0.4,3.0,7.0,0.429,1.0,3.0,0.333,0.55,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,1.0,1.0,1.0,11.0,10.9,4.0,1,L, 107-114,107,114,0,1,Yes
28.0,164.0,28.0,2022-12-12,WAS,Home,BRK,"L, 100-112",*,26:37:00,2.0,4.0,0.5,1.0,3.0,0.333,1.0,1.0,1.0,0.625,3.0,3.0,1.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,4.0,8.0,6.2,-3.0,1,L, 100-112,100,112,0,1,Yes
29.0,165.0,29.0,2022-12-14,WAS,Away,DEN,"L, 128-141",*,28:44:00,4.0,7.0,0.571,1.0,2.0,0.5,3.0,5.0,0.6,0.643,0.0,0.0,,0.0,6.0,6.0,5.0,3.0,0.0,2.0,5.0,9.0,10.0,-17.0,0,L, 128-141,128,141,0,1,Yes
30.0,166.0,30.0,2022-12-17,WAS,Away,LAC,"L, 93-102",*,37:21:00,3.0,8.0,0.375,1.0,3.0,0.333,2.0,5.0,0.4,0.438,4.0,4.0,1.0,1.0,9.0,10.0,5.0,1.0,1.0,3.0,5.0,11.0,10.2,-17.0,0,L, 93-102,93,102,0,1,Yes
31.0,167.0,31.0,2022-12-18,WAS,Away,LAL,"L, 117-119",*,21:26,3.0,7.0,0.429,2.0,4.0,0.5,1.0,3.0,0.333,0.571,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,8.0,5.2,2.0,0,L, 117-119,117,119,0,1,Yes
32.0,168.0,32.0,2022-12-20,WAS,Away,PHO,"W, 113-110",*,36:12:00,4.0,8.0,0.5,2.0,5.0,0.4,2.0,3.0,0.667,0.625,6.0,6.0,1.0,1.0,9.0,10.0,4.0,0.0,1.0,0.0,4.0,16.0,17.3,11.0,0,W, 113-110,113,110,1,1,Yes
32.0,,33.0,2022-12-22,WAS,Away,UTA,"L, 112-120",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,0,L, 112-120,112,120,0,0,No
32.0,,34.0,2022-12-23,WAS,Away,SAC,"W, 125-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,0,W, 125-111,125,111,1,0,No
33.0,169.0,35.0,2022-12-27,WAS,Home,PHI,"W, 116-111",,20:01,2.0,4.0,0.5,1.0,1.0,1.0,1.0,3.0,0.333,0.625,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,7.0,5.6,-5.0,1,W, 116-111,116,111,1,0,No
34.0,170.0,36.0,2022-12-28,WAS,Home,PHO,"W, 127-102",,27:11:00,3.0,5.0,0.6,1.0,3.0,0.333,2.0,2.0,1.0,0.7,1.0,2.0,0.5,1.0,6.0,7.0,2.0,0.0,0.0,3.0,2.0,8.0,5.4,16.0,1,W, 127-102,127,102,1,0,No
35.0,171.0,37.0,2022-12-30,WAS,Away,ORL,"W, 119-100",,27:31:00,5.0,8.0,0.625,2.0,5.0,0.4,3.0,3.0,1.0,0.75,1.0,1.0,1.0,0.0,7.0,7.0,6.0,2.0,1.0,3.0,5.0,13.0,13.4,-3.0,0,W, 119-100,119,100,1,0,No
36.0,172.0,38.0,2023-01-01,WAS,Away,MIL,"W, 118-95",,28:44:00,5.0,12.0,0.417,0.0,3.0,0.0,5.0,9.0,0.556,0.417,1.0,2.0,0.5,4.0,8.0,12.0,3.0,2.0,0.0,4.0,0.0,11.0,9.5,13.0,0,W, 118-95,118,95,1,0,No
37.0,173.0,39.0,2023-01-03,WAS,Away,MIL,"L, 113-123",,28:02:00,4.0,7.0,0.571,0.0,3.0,0.0,4.0,4.0,1.0,0.571,4.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,2.0,3.0,12.0,10.6,-11.0,0,L, 113-123,113,123,0,0,No
38.0,174.0,40.0,2023-01-06,WAS,Away,OKC,"L, 110-127",,17:11,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,1.5,-11.0,0,L, 110-127,110,127,0,0,No
39.0,175.0,41.0,2023-01-09,WAS,Home,NOP,"L, 112-132",,21:43,2.0,6.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,0.333,0.0,2.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0,2.7,-9.0,1,L, 112-132,112,132,0,0,No
40.0,176.0,42.0,2023-01-11,WAS,Home,CHI,"W, 100-97",*,34:48:00,3.0,6.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,0.583,2.0,2.0,1.0,3.0,17.0,20.0,3.0,0.0,0.0,4.0,3.0,9.0,10.1,1.0,1,W, 100-97,100,97,1,1,Yes
41.0,177.0,43.0,2023-01-13,WAS,Home,NYK,"L, 108-112",,25:58:00,1.0,5.0,0.2,0.0,4.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,2.0,7.0,9.0,2.0,0.0,0.0,0.0,4.0,3.0,3.2,-2.0,1,L, 108-112,108,112,0,0,No
42.0,178.0,44.0,2023-01-16,WAS,Home,GSW,"L, 118-127",,13:58,3.0,9.0,0.333,0.0,2.0,0.0,3.0,7.0,0.429,0.333,0.0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0,2.0,4.0,6.0,1.0,-4.0,1,L, 118-127,118,127,0,0,No
43.0,179.0,45.0,2023-01-18,WAS,Away,NYK,"W, 116-105",,29:04:00,6.0,11.0,0.545,2.0,3.0,0.667,4.0,8.0,0.5,0.636,0.0,1.0,0.0,3.0,4.0,7.0,1.0,1.0,1.0,0.0,3.0,14.0,12.8,-11.0,0,W, 116-105,116,105,1,0,No
44.0,180.0,46.0,2023-01-21,WAS,Home,ORL,"W, 138-118",,24:40:00,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,-2.9,4.0,1,W, 138-118,138,118,1,0,No
45.0,181.0,47.0,2023-01-24,WAS,Away,DAL,"W, 127-126",,32:07:00,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,9.0,11.0,0.818,2.0,8.0,10.0,3.0,3.0,0.0,1.0,3.0,15.0,18.6,4.0,0,W, 127-126,127,126,1,0,No
46.0,182.0,48.0,2023-01-25,WAS,Away,HOU,"W, 108-103",,29:57:00,4.0,13.0,0.308,1.0,4.0,0.25,3.0,9.0,0.333,0.346,1.0,2.0,0.5,2.0,8.0,10.0,3.0,1.0,1.0,0.0,3.0,10.0,8.5,7.0,0,W, 108-103,108,103,1,0,No
47.0,183.0,49.0,2023-01-28,WAS,Away,NOP,"W, 113-103",,27:21:00,5.0,8.0,0.625,1.0,3.0,0.333,4.0,5.0,0.8,0.688,4.0,6.0,0.667,0.0,9.0,9.0,1.0,2.0,0.0,1.0,2.0,15.0,14.2,14.0,0,W, 113-103,113,103,1,0,No
48.0,184.0,50.0,2023-01-30,WAS,Away,SAS,"W, 127-106",,33:18:00,10.0,12.0,0.833,2.0,2.0,1.0,8.0,10.0,0.8,0.917,3.0,4.0,0.75,1.0,8.0,9.0,1.0,1.0,1.0,2.0,4.0,25.0,22.1,25.0,0,W, 127-106,127,106,1,0,No
49.0,185.0,51.0,2023-02-03,WAS,Home,POR,"L, 116-124",,15:01,0.0,8.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,-1.4,0.0,1,L, 116-124,116,124,0,0,No
50.0,186.0,52.0,2023-02-04,WAS,Away,BRK,"L, 123-125",,34:16:00,6.0,14.0,0.429,4.0,9.0,0.444,2.0,5.0,0.4,0.571,7.0,12.0,0.583,1.0,5.0,6.0,3.0,4.0,0.0,3.0,4.0,23.0,17.3,8.0,0,L, 123-125,123,125,0,0,No
51.0,187.0,53.0,2023-02-06,WAS,Home,CLE,"L, 91-114",*,30:02:00,3.0,10.0,0.3,1.0,4.0,0.25,2.0,6.0,0.333,0.35,5.0,5.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,3.0,2.0,12.0,7.7,-23.0,1,L, 91-114,91,114,0,1,Yes
52.0,188.0,54.0,2023-02-08,WAS,Home,CHO,"W, 118-104",*,36:39:00,8.0,13.0,0.615,3.0,5.0,0.6,5.0,8.0,0.625,0.731,1.0,1.0,1.0,1.0,12.0,13.0,0.0,0.0,0.0,1.0,2.0,20.0,16.6,6.0,1,W, 118-104,118,104,1,1,Yes
53.0,189.0,55.0,2023-02-11,WAS,Home,IND,"W, 127-113",,29:52:00,7.0,8.0,0.875,1.0,2.0,0.5,6.0,6.0,1.0,0.938,1.0,2.0,0.5,0.0,6.0,6.0,3.0,0.0,1.0,2.0,2.0,16.0,14.6,16.0,1,W, 127-113,127,113,1,0,No
54.0,190.0,56.0,2023-02-13,WAS,Away,GSW,"L, 126-135",,27:13:00,3.0,10.0,0.3,1.0,5.0,0.2,2.0,5.0,0.4,0.35,0.0,0.0,,2.0,3.0,5.0,3.0,2.0,0.0,1.0,3.0,7.0,5.4,13.0,0,L, 126-135,126,135,0,0,No
55.0,191.0,57.0,2023-02-14,WAS,Away,POR,"W, 126-101",,18:03,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1.2,6.0,0,W, 126-101,126,101,1,0,No
56.0,192.0,58.0,2023-02-16,WAS,Away,MIN,"W, 114-106",,24:12:00,3.0,8.0,0.375,0.0,1.0,0.0,3.0,7.0,0.429,0.375,4.0,5.0,0.8,3.0,6.0,9.0,4.0,2.0,0.0,1.0,4.0,10.0,11.3,12.0,0,W, 114-106,114,106,1,0,No
57.0,193.0,59.0,2023-02-24,WAS,Home,NYK,"L, 109-115",,26:53:00,5.0,7.0,0.714,1.0,3.0,0.333,4.0,4.0,1.0,0.786,0.0,0.0,,0.0,7.0,7.0,5.0,1.0,0.0,0.0,0.0,11.0,14.7,9.0,1,L, 109-115,109,115,0,0,No
58.0,194.0,60.0,2023-02-26,WAS,Away,CHI,"L, 82-102",*,27:06:00,2.0,5.0,0.4,1.0,4.0,0.25,1.0,1.0,1.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,2.0,1.0,0.0,4.0,3.0,8.0,3.3,-16.0,0,L, 82-102,82,102,0,1,Yes
59.0,195.0,61.0,2023-02-28,WAS,Away,ATL,"W, 119-116",*,31:08:00,2.0,9.0,0.222,0.0,1.0,0.0,2.0,8.0,0.25,0.222,0.0,0.0,,4.0,9.0,13.0,0.0,1.0,0.0,0.0,1.0,4.0,4.6,2.0,0,W, 119-116,119,116,1,1,Yes
60.0,196.0,62.0,2023-03-02,WAS,Home,TOR,"W, 119-108",,28:27:00,2.0,7.0,0.286,0.0,3.0,0.0,2.0,4.0,0.5,0.286,2.0,3.0,0.667,1.0,8.0,9.0,3.0,0.0,1.0,0.0,2.0,6.0,6.6,-3.0,1,W, 119-108,119,108,1,0,No
61.0,197.0,63.0,2023-03-04,WAS,Home,TOR,"L, 109-116 (OT)",,7:20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.3,1.0,1,L, 109-116 (OT),109,116 (OT),0,0,No
62.0,198.0,64.0,2023-03-05,WAS,Home,MIL,"L, 111-117",,31:07:00,5.0,10.0,0.5,2.0,4.0,0.5,3.0,6.0,0.5,0.6,5.0,5.0,1.0,2.0,4.0,6.0,2.0,3.0,0.0,2.0,4.0,17.0,15.4,-13.0,1,L, 111-117,111,117,0,0,No
63.0,199.0,65.0,2023-03-07,WAS,Away,DET,"W, 119-117",,20:45,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,2.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,4.0,4.0,7.0,3.7,6.0,0,W, 119-117,119,117,1,0,No
64.0,200.0,66.0,2023-03-08,WAS,Home,ATL,"L, 120-122",,23:06,1.0,6.0,0.167,0.0,3.0,0.0,1.0,3.0,0.333,0.167,0.0,0.0,,1.0,7.0,8.0,3.0,0.0,0.0,3.0,3.0,2.0,-1.1,-14.0,1,L, 120-122,120,122,0,0,No
65.0,201.0,67.0,2023-03-10,WAS,Home,ATL,"L, 107-114",,17:52,2.0,5.0,0.4,1.0,2.0,0.5,1.0,3.0,0.333,0.5,0.0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,0.0,2.0,5.0,5.4,-19.0,1,L, 107-114,107,114,0,0,No
66.0,202.0,68.0,2023-03-12,WAS,Away,PHI,"L, 93-112",,23:38,1.0,8.0,0.125,0.0,2.0,0.0,1.0,6.0,0.167,0.125,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,0.7,3.0,0,L, 93-112,93,112,0,0,No
