Rank,Games_Career,Games_Team,Date,Team,Home/Away,Opp,Result,Games_Started,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Home/Away_num,Result_type,Score,Team_Score,Opponent_Score,Win_lose_num,Games_Started_num,Games_Started_str
67.0,203.0,69.0,2023-03-14,WAS,Home,DET,"W, 117-97",,28:15:00,6.0,8.0,0.75,1.0,3.0,0.333,5.0,5.0,1.0,0.813,0.0,0.0,,0.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,13.0,11.6,3.0,1,W, 117-97,117,97,1,0,No
68.0,204.0,70.0,2023-03-17,WAS,Away,CLE,"L, 94-117",,18:26,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,4.0,0.5,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.7,2.0,0,L, 94-117,94,117,0,0,No
69.0,205.0,71.0,2023-03-18,WAS,Home,SAC,"L, 118-132",,28:13:00,1.0,9.0,0.111,1.0,2.0,0.5,0.0,7.0,0.0,0.167,0.0,0.0,,3.0,8.0,11.0,6.0,1.0,0.0,1.0,1.0,3.0,5.4,-2.0,1,L, 118-132,118,132,0,0,No
70.0,206.0,72.0,2023-03-21,WAS,Away,ORL,"L, 112-122",,33:57:00,5.0,6.0,0.833,3.0,4.0,0.75,2.0,2.0,1.0,1.083,2.0,3.0,0.667,0.0,10.0,10.0,3.0,2.0,0.0,4.0,2.0,15.0,14.7,-14.0,0,L, 112-122,112,122,0,0,No
71.0,207.0,73.0,2023-03-22,WAS,Home,DEN,"L, 104-118",*,31:41:00,7.0,9.0,0.778,1.0,2.0,0.5,6.0,7.0,0.857,0.833,1.0,2.0,0.5,0.0,8.0,8.0,6.0,0.0,0.0,4.0,1.0,16.0,14.3,-23.0,1,L, 104-118,104,118,0,1,Yes
72.0,208.0,74.0,2023-03-24,WAS,Home,SAS,"W, 136-124",*,33:32:00,9.0,14.0,0.643,3.0,6.0,0.5,6.0,8.0,0.75,0.75,0.0,1.0,0.0,0.0,11.0,11.0,6.0,1.0,0.0,2.0,4.0,21.0,19.3,0.0,1,W, 136-124,136,124,1,1,Yes
73.0,209.0,75.0,2023-03-26,WAS,Away,TOR,"L, 104-114",*,34:26:00,6.0,13.0,0.462,1.0,4.0,0.25,5.0,9.0,0.556,0.5,2.0,4.0,0.5,3.0,6.0,9.0,7.0,1.0,0.0,3.0,2.0,15.0,13.5,3.0,0,L, 104-114,104,114,0,1,Yes
74.0,210.0,76.0,2023-03-28,WAS,Home,BOS,"W, 130-111",*,36:31:00,10.0,16.0,0.625,2.0,5.0,0.4,8.0,11.0,0.727,0.688,3.0,5.0,0.6,0.0,10.0,10.0,5.0,1.0,0.0,4.0,1.0,25.0,20.1,12.0,1,W, 130-111,130,111,1,1,Yes
75.0,211.0,77.0,2023-03-31,WAS,Home,ORL,"L, 109-116",*,31:48:00,2.0,14.0,0.143,0.0,6.0,0.0,2.0,8.0,0.25,0.143,2.0,3.0,0.667,0.0,6.0,6.0,4.0,0.0,0.0,1.0,4.0,6.0,-1.4,,1,L, 109-116,109,116,0,1,Yes
76.0,212.0,78.0,2023-04-02,WAS,Away,NYK,"L, 109-118",*,34:25:00,3.0,8.0,0.375,1.0,3.0,0.333,2.0,5.0,0.4,0.438,2.0,2.0,1.0,0.0,3.0,3.0,5.0,3.0,1.0,8.0,4.0,9.0,3.1,-3.0,0,L, 109-118,109,118,0,1,Yes
76.0,,79.0,2023-04-04,WAS,Home,MIL,"L, 128-140",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,1,L, 128-140,128,140,0,0,No
76.0,,80.0,2023-04-05,WAS,Away,ATL,"L, 116-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,0,L, 116-134,116,134,0,0,No
76.0,,81.0,2023-04-07,WAS,Home,MIA,"W, 114-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,1,W, 114-108,114,108,1,0,No
1.0,213.0,1.0,2023-10-25,WAS,Away,IND,"L, 120-143",*,20:40,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,1.0,2.0,0.5,2.0,5.0,7.0,5.0,1.0,0.0,2.0,0.0,9.0,10.0,-15.0,0,L, 120-143,120,143,0,1,Yes
2.0,214.0,2.0,2023-10-28,WAS,Home,MEM,"W, 113-106",*,27:26:00,4.0,8.0,0.5,2.0,3.0,0.667,2.0,5.0,0.4,0.625,0.0,0.0,,2.0,4.0,6.0,2.0,2.0,0.0,1.0,2.0,10.0,10.2,9.0,1,W, 113-106,113,106,1,1,Yes
3.0,215.0,3.0,2023-10-30,WAS,Home,BOS,"L, 107-126",*,22:13,4.0,10.0,0.4,1.0,3.0,0.333,3.0,7.0,0.429,0.45,2.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,0.0,0.0,4.0,11.0,8.6,-26.0,1,L, 107-126,107,126,0,1,Yes
4.0,216.0,4.0,2023-11-01,WAS,Away,ATL,"L, 121-130",*,23:34,10.0,16.0,0.625,2.0,4.0,0.5,8.0,12.0,0.667,0.688,0.0,1.0,0.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,22.0,18.9,3.0,0,L, 121-130,121,130,0,1,Yes
5.0,217.0,5.0,2023-11-03,WAS,Away,MIA,"L, 114-121",*,23:46,6.0,8.0,0.75,1.0,2.0,0.5,5.0,6.0,0.833,0.813,1.0,2.0,0.5,0.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,14.0,11.3,-14.0,0,L, 114-121,114,121,0,1,Yes
6.0,218.0,6.0,2023-11-06,WAS,Away,PHI,"L, 128-146",*,27:34:00,5.0,8.0,0.625,2.0,4.0,0.5,3.0,4.0,0.75,0.75,4.0,4.0,1.0,1.0,4.0,5.0,6.0,1.0,0.0,1.0,1.0,16.0,18.1,-10.0,0,L, 128-146,128,146,0,1,Yes
7.0,219.0,7.0,2023-11-08,WAS,Away,CHO,"W, 132-116",*,27:32:00,3.0,10.0,0.3,0.0,1.0,0.0,3.0,9.0,0.333,0.3,3.0,3.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,1.0,4.0,9.0,6.1,-5.0,0,W, 132-116,132,116,1,1,Yes
8.0,220.0,8.0,2023-11-10,WAS,Home,CHO,"L, 117-124",*,30:44:00,5.0,9.0,0.556,1.0,4.0,0.25,4.0,5.0,0.8,0.611,0.0,0.0,,1.0,5.0,6.0,5.0,1.0,1.0,3.0,2.0,11.0,10.3,9.0,1,L, 117-124,117,124,0,1,Yes
9.0,221.0,9.0,2023-11-12,WAS,Away,BRK,"L, 94-102",*,37:36:00,6.0,18.0,0.333,1.0,8.0,0.125,5.0,10.0,0.5,0.361,1.0,2.0,0.5,2.0,7.0,9.0,3.0,3.0,0.0,2.0,2.0,14.0,9.2,-1.0,0,L, 94-102,94,102,0,1,Yes
10.0,222.0,10.0,2023-11-13,WAS,Away,TOR,"L, 107-111",*,29:48:00,4.0,7.0,0.571,1.0,1.0,1.0,3.0,6.0,0.5,0.643,0.0,0.0,,1.0,7.0,8.0,6.0,0.0,0.0,4.0,2.0,9.0,7.9,-2.0,0,L, 107-111,107,111,0,1,Yes
11.0,223.0,11.0,2023-11-15,WAS,Home,DAL,"L, 117-130",*,23:59,5.0,6.0,0.833,3.0,4.0,0.75,2.0,2.0,1.0,1.083,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,4.0,15.0,18.3,1.0,1,L, 117-130,117,130,0,1,Yes
12.0,224.0,12.0,2023-11-17,WAS,Home,NYK,"L, 99-120",*,31:39:00,7.0,11.0,0.636,2.0,4.0,0.5,5.0,7.0,0.714,0.727,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,18.0,12.8,-6.0,1,L, 99-120,99,120,0,1,Yes
13.0,225.0,13.0,2023-11-20,WAS,Home,MIL,"L, 129-142",*,31:27:00,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,1.0,2.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,0.0,3.0,7.0,6.8,-28.0,1,L, 129-142,129,142,0,1,Yes
14.0,226.0,14.0,2023-11-22,WAS,Away,CHO,"L, 114-117",*,28:20:00,5.0,9.0,0.556,1.0,2.0,0.5,4.0,7.0,0.571,0.611,2.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,13.0,10.7,3.0,0,L, 114-117,114,117,0,1,Yes
15.0,227.0,15.0,2023-11-24,WAS,Away,MIL,"L, 128-131",*,28:24:00,1.0,6.0,0.167,0.0,0.0,,1.0,6.0,0.167,0.167,0.0,0.0,,2.0,3.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,2.8,-2.0,0,L, 128-131,128,131,0,1,Yes
16.0,228.0,16.0,2023-11-25,WAS,Home,ATL,"L, 108-136",*,16:49,3.0,8.0,0.375,1.0,4.0,0.25,2.0,4.0,0.5,0.438,2.0,2.0,1.0,1.0,5.0,6.0,2.0,0.0,0.0,3.0,2.0,9.0,4.4,-17.0,1,L, 108-136,108,136,0,1,Yes
17.0,229.0,17.0,2023-11-27,WAS,Away,DET,"W, 126-107",*,25:56:00,6.0,9.0,0.667,1.0,3.0,0.333,5.0,6.0,0.833,0.722,3.0,3.0,1.0,0.0,6.0,6.0,5.0,0.0,0.0,3.0,3.0,16.0,13.2,1.0,0,W, 126-107,126,107,1,1,Yes
18.0,230.0,18.0,2023-11-29,WAS,Away,ORL,"L, 120-139",*,27:39:00,9.0,12.0,0.75,1.0,2.0,0.5,8.0,10.0,0.8,0.792,3.0,4.0,0.75,3.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,22.0,24.3,-9.0,0,L, 120-139,120,139,0,1,Yes
19.0,231.0,19.0,2023-12-01,WAS,Away,ORL,"L, 125-130",*,20:27,2.0,7.0,0.286,0.0,2.0,0.0,2.0,5.0,0.4,0.286,2.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,6.0,5.9,-6.0,0,L, 125-130,125,130,0,1,Yes
20.0,232.0,20.0,2023-12-06,WAS,Home,PHI,"L, 126-131",*,30:46:00,4.0,10.0,0.4,0.0,4.0,0.0,4.0,6.0,0.667,0.4,0.0,0.0,,0.0,8.0,8.0,8.0,0.0,1.0,2.0,2.0,8.0,8.5,6.0,1,L, 126-131,126,131,0,1,Yes
21.0,233.0,21.0,2023-12-08,WAS,Away,BRK,"L, 97-124",*,27:17:00,6.0,9.0,0.667,1.0,4.0,0.25,5.0,5.0,1.0,0.722,2.0,3.0,0.667,0.0,7.0,7.0,4.0,1.0,2.0,0.0,1.0,15.0,17.6,-6.0,0,L, 97-124,97,124,0,1,Yes
22.0,234.0,22.0,2023-12-11,WAS,Away,PHI,"L, 101-146",*,25:50:00,3.0,8.0,0.375,1.0,3.0,0.333,2.0,5.0,0.4,0.438,2.0,2.0,1.0,2.0,4.0,6.0,3.0,1.0,0.0,3.0,1.0,9.0,6.9,-31.0,0,L, 101-146,101,146,0,1,Yes
23.0,235.0,23.0,2023-12-13,WAS,Home,NOP,"L, 122-142",*,29:35:00,4.0,8.0,0.5,1.0,3.0,0.333,3.0,5.0,0.6,0.563,4.0,4.0,1.0,0.0,5.0,5.0,7.0,0.0,0.0,2.0,1.0,13.0,13.0,-4.0,1,L, 122-142,122,142,0,1,Yes
24.0,236.0,24.0,2023-12-15,WAS,Home,IND,"W, 137-123",*,24:42:00,2.0,9.0,0.222,0.0,0.0,,2.0,9.0,0.222,0.222,2.0,2.0,1.0,1.0,5.0,6.0,4.0,0.0,0.0,1.0,0.0,6.0,4.5,1.0,1,W, 137-123,137,123,1,1,Yes
25.0,237.0,25.0,2023-12-17,WAS,Away,PHO,"L, 108-112",*,31:33:00,2.0,6.0,0.333,0.0,1.0,0.0,2.0,5.0,0.4,0.333,3.0,4.0,0.75,0.0,6.0,6.0,2.0,0.0,0.0,2.0,5.0,7.0,2.4,7.0,0,L, 108-112,108,112,0,1,Yes
26.0,238.0,26.0,2023-12-18,WAS,Away,SAC,"L, 131-143",*,23:28,3.0,8.0,0.375,1.0,3.0,0.333,2.0,5.0,0.4,0.438,2.0,4.0,0.5,0.0,5.0,5.0,3.0,1.0,0.0,2.0,5.0,9.0,4.4,-23.0,0,L, 131-143,131,143,0,1,Yes
27.0,239.0,27.0,2023-12-21,WAS,Away,POR,"W, 118-117",*,34:46:00,4.0,7.0,0.571,0.0,1.0,0.0,4.0,6.0,0.667,0.571,5.0,7.0,0.714,2.0,9.0,11.0,6.0,1.0,0.0,2.0,1.0,13.0,15.8,9.0,0,W, 118-117,118,117,1,1,Yes
28.0,240.0,28.0,2023-12-22,WAS,Away,GSW,"L, 118-129",*,20:14,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,3.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,7.0,9.7,0.0,0,L, 118-129,118,129,0,1,Yes
29.0,241.0,29.0,2023-12-26,WAS,Home,ORL,"L, 119-127",*,23:13,1.0,7.0,0.143,0.0,4.0,0.0,1.0,3.0,0.333,0.143,0.0,0.0,,0.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,2.4,-10.0,1,L, 119-127,119,127,0,1,Yes
30.0,242.0,30.0,2023-12-27,WAS,Home,TOR,"L, 102-132",*,24:24:00,5.0,8.0,0.625,1.0,1.0,1.0,4.0,7.0,0.571,0.688,1.0,2.0,0.5,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,12.0,10.9,-12.0,1,L, 102-132,102,132,0,1,Yes
31.0,243.0,31.0,2023-12-29,WAS,Home,BRK,"W, 110-104",*,33:51:00,9.0,18.0,0.5,3.0,5.0,0.6,6.0,13.0,0.462,0.583,0.0,4.0,0.0,2.0,11.0,13.0,6.0,1.0,1.0,1.0,2.0,21.0,19.2,13.0,1,W, 110-104,110,104,1,1,Yes
32.0,244.0,32.0,2023-12-31,WAS,Home,ATL,"L, 126-130",*,31:12:00,5.0,9.0,0.556,2.0,6.0,0.333,3.0,3.0,1.0,0.667,5.0,8.0,0.625,1.0,11.0,12.0,2.0,1.0,1.0,3.0,5.0,17.0,13.6,14.0,1,L, 126-130,126,130,0,1,Yes
33.0,245.0,33.0,2024-01-03,WAS,Away,CLE,"L, 101-140",*,21:28,3.0,11.0,0.273,1.0,3.0,0.333,2.0,8.0,0.25,0.318,0.0,0.0,,2.0,4.0,6.0,4.0,1.0,0.0,3.0,1.0,7.0,3.5,-17.0,0,L, 101-140,101,140,0,1,Yes
34.0,246.0,34.0,2024-01-05,WAS,Away,CLE,"L, 90-114",*,25:52:00,5.0,8.0,0.625,0.0,1.0,0.0,5.0,7.0,0.714,0.625,3.0,4.0,0.75,0.0,5.0,5.0,4.0,2.0,1.0,3.0,4.0,13.0,11.4,-22.0,0,L, 90-114,90,114,0,1,Yes
35.0,247.0,35.0,2024-01-06,WAS,Home,NYK,"L, 105-121",*,33:00:00,9.0,13.0,0.692,2.0,4.0,0.5,7.0,9.0,0.778,0.769,3.0,5.0,0.6,3.0,7.0,10.0,6.0,2.0,0.0,4.0,5.0,23.0,21.1,-7.0,1,L, 105-121,105,121,0,1,Yes
36.0,248.0,36.0,2024-01-08,WAS,Home,OKC,"L, 128-136",*,32:45:00,5.0,8.0,0.625,2.0,3.0,0.667,3.0,5.0,0.6,0.75,5.0,6.0,0.833,0.0,4.0,4.0,4.0,1.0,0.0,4.0,4.0,17.0,12.4,-20.0,1,L, 128-136,128,136,0,1,Yes
37.0,249.0,37.0,2024-01-10,WAS,Away,IND,"L, 104-112",*,24:34:00,4.0,10.0,0.4,1.0,3.0,0.333,3.0,7.0,0.429,0.45,6.0,7.0,0.857,0.0,5.0,5.0,1.0,1.0,0.0,1.0,5.0,15.0,9.4,2.0,0,L, 104-112,104,112,0,1,Yes
38.0,250.0,38.0,2024-01-13,WAS,Away,ATL,"W, 127-99",*,37:07:00,7.0,12.0,0.583,1.0,2.0,0.5,6.0,10.0,0.6,0.625,4.0,5.0,0.8,1.0,13.0,14.0,9.0,1.0,1.0,3.0,5.0,19.0,20.6,11.0,0,W, 127-99,127,99,1,1,Yes
39.0,251.0,39.0,2024-01-15,WAS,Home,DET,"L, 117-129",*,27:33:00,4.0,8.0,0.5,1.0,2.0,0.5,3.0,6.0,0.5,0.563,3.0,4.0,0.75,0.0,2.0,2.0,4.0,0.0,2.0,3.0,1.0,12.0,9.0,-2.0,1,L, 117-129,117,129,0,1,Yes
40.0,252.0,40.0,2024-01-18,WAS,Away,NYK,"L, 109-113",*,26:13:00,5.0,13.0,0.385,0.0,3.0,0.0,5.0,10.0,0.5,0.385,5.0,5.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,2.0,6.0,15.0,7.4,-16.0,0,L, 109-113,109,113,0,1,Yes
41.0,253.0,41.0,2024-01-20,WAS,Home,SAS,"L, 127-131",*,32:29:00,7.0,11.0,0.636,1.0,3.0,0.333,6.0,8.0,0.75,0.682,1.0,1.0,1.0,0.0,7.0,7.0,4.0,1.0,0.0,1.0,2.0,16.0,15.2,8.0,1,L, 127-131,127,131,0,1,Yes
42.0,254.0,42.0,2024-01-21,WAS,Home,DEN,"L, 104-113",*,18:24,1.0,5.0,0.2,0.0,1.0,0.0,1.0,4.0,0.25,0.2,2.0,4.0,0.5,0.0,8.0,8.0,3.0,0.0,1.0,2.0,1.0,4.0,2.9,-2.0,1,L, 104-113,104,113,0,1,Yes
43.0,255.0,43.0,2024-01-24,WAS,Home,MIN,"L, 107-118",*,37:32:00,7.0,12.0,0.583,4.0,5.0,0.8,3.0,7.0,0.429,0.75,6.0,6.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,2.0,3.0,24.0,21.2,-16.0,1,L, 107-118,107,118,0,1,Yes
44.0,256.0,44.0,2024-01-25,WAS,Home,UTA,"L, 108-123",*,27:07:00,5.0,9.0,0.556,1.0,1.0,1.0,4.0,8.0,0.5,0.611,2.0,2.0,1.0,0.0,6.0,6.0,5.0,1.0,1.0,3.0,1.0,13.0,12.3,-1.0,1,L, 108-123,108,123,0,1,Yes
45.0,257.0,45.0,2024-01-27,WAS,Away,DET,"W, 118-104",*,23:51,4.0,8.0,0.5,1.0,1.0,1.0,3.0,7.0,0.429,0.563,1.0,2.0,0.5,1.0,4.0,5.0,2.0,0.0,1.0,0.0,3.0,10.0,8.4,18.0,0,W, 118-104,118,104,1,1,Yes
46.0,258.0,46.0,2024-01-29,WAS,Away,SAS,"W, 118-113",*,25:09:00,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,3.0,5.0,0.6,2.0,6.0,8.0,5.0,1.0,1.0,3.0,3.0,9.0,9.4,-13.0,0,W, 118-113,118,113,1,1,Yes
47.0,259.0,47.0,2024-01-31,WAS,Home,LAC,"L, 109-125",*,26:20:00,5.0,11.0,0.455,1.0,2.0,0.5,4.0,9.0,0.444,0.5,2.0,3.0,0.667,0.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,13.0,9.4,-33.0,1,L, 109-125,109,125,0,1,Yes
48.0,260.0,48.0,2024-02-02,WAS,Home,MIA,"L, 102-110",*,34:59:00,6.0,8.0,0.75,1.0,2.0,0.5,5.0,6.0,0.833,0.813,2.0,3.0,0.667,1.0,7.0,8.0,2.0,0.0,0.0,3.0,5.0,15.0,10.6,-1.0,1,L, 102-110,102,110,0,1,Yes
49.0,261.0,49.0,2024-02-04,WAS,Home,PHO,"L, 112-140",*,25:03:00,10.0,13.0,0.769,3.0,5.0,0.6,7.0,8.0,0.875,0.885,1.0,4.0,0.25,1.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,24.0,15.2,-15.0,1,L, 112-140,112,140,0,1,Yes
50.0,262.0,50.0,2024-02-07,WAS,Home,CLE,"L, 106-114",*,19:59,3.0,10.0,0.3,1.0,3.0,0.333,2.0,7.0,0.286,0.35,2.0,4.0,0.5,2.0,6.0,8.0,3.0,0.0,0.0,2.0,0.0,9.0,5.7,-10.0,1,L, 106-114,106,114,0,1,Yes
51.0,263.0,51.0,2024-02-09,WAS,Away,BOS,"L, 129-133",*,41:47:00,7.0,10.0,0.7,3.0,5.0,0.6,4.0,5.0,0.8,0.85,7.0,8.0,0.875,0.0,11.0,11.0,4.0,2.0,0.0,3.0,5.0,24.0,22.5,12.0,0,L, 129-133,129,133,0,1,Yes
52.0,264.0,52.0,2024-02-10,WAS,Home,PHI,"L, 113-119",*,39:18:00,9.0,14.0,0.643,1.0,4.0,0.25,8.0,10.0,0.8,0.679,2.0,2.0,1.0,0.0,13.0,13.0,5.0,0.0,1.0,5.0,2.0,21.0,17.1,-2.0,1,L, 113-119,113,119,0,1,Yes
53.0,265.0,53.0,2024-02-12,WAS,Away,DAL,"L, 104-112",*,33:56:00,11.0,17.0,0.647,1.0,3.0,0.333,10.0,14.0,0.714,0.676,2.0,6.0,0.333,1.0,6.0,7.0,3.0,0.0,1.0,5.0,3.0,25.0,15.0,1.0,0,L, 104-112,104,112,0,1,Yes
54.0,266.0,54.0,2024-02-14,WAS,Away,NOP,"L, 126-133",*,39:54:00,13.0,24.0,0.542,6.0,10.0,0.6,7.0,14.0,0.5,0.667,11.0,13.0,0.846,5.0,10.0,15.0,3.0,0.0,1.0,3.0,2.0,43.0,36.1,14.0,0,L, 126-133,126,133,0,1,Yes
55.0,267.0,55.0,2024-02-22,WAS,Away,DEN,"L, 110-130",*,27:09:00,2.0,12.0,0.167,1.0,3.0,0.333,1.0,9.0,0.111,0.208,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,5.0,-3.5,-15.0,0,L, 110-130,110,130,0,1,Yes
55.0,,56.0,2024-02-23,WAS,Away,OKC,"L, 106-147",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,0,L, 106-147,106,147,0,0,No
55.0,,57.0,2024-02-25,WAS,Home,CLE,"L, 105-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,1,L, 105-114,105,114,0,0,No
55.0,,58.0,2024-02-27,WAS,Home,GSW,"L, 112-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,1,L, 112-123,112,123,0,0,No
56.0,268.0,59.0,2024-02-29,WAS,Away,LAL,"L, 131-134 (OT)",*,43:17:00,5.0,10.0,0.5,3.0,5.0,0.6,2.0,5.0,0.4,0.65,2.0,2.0,1.0,2.0,13.0,15.0,5.0,1.0,0.0,2.0,3.0,15.0,16.6,-11.0,0,L, 131-134 (OT),131,134 (OT),0,1,Yes
57.0,269.0,60.0,2024-03-01,WAS,Away,LAC,"L, 115-140",*,26:21:00,4.0,11.0,0.364,2.0,4.0,0.5,2.0,7.0,0.286,0.455,4.0,5.0,0.8,0.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,14.0,9.7,-15.0,0,L, 115-140,115,140,0,1,Yes
